Date,Open,High,Low,Close,Adj Close,Volume
2022-09-27,31.200001,34.139999,30.299999,32.599998,32.599998,0
2022-09-28,34.5,34.880001,30.030001,30.18,30.18,0
2022-09-29,31.67,33.459999,31.16,31.84,31.84,0
2022-09-30,31.610001,33.25,29.389999,31.620001,31.620001,0
2022-10-03,33,33.060001,29.629999,30.1,30.1,0
2022-10-04,29.52,29.620001,28.559999,29.07,29.07,0
2022-10-05,29.360001,30.110001,28.5,28.549999,28.549999,0
2022-10-06,28.6,30.74,28.559999,30.52,30.52,0
2022-10-07,30.370001,32.02,29.879999,31.360001,31.360001,0
2022-10-10,32.93,33.990002,32.049999,32.450001,32.450001,0
2022-10-11,33.560001,34.43,32.450001,33.630001,33.630001,0
2022-10-12,33.540001,34.529999,33.110001,33.57,33.57,0
2022-10-13,33.599998,33.869999,31.629999,31.940001,31.940001,0
2022-10-14,31.889999,32.98,31.139999,32.02,32.02,0
2022-10-17,32.27,32.59,30.700001,31.370001,31.370001,0
2022-10-18,31.1,31.93,30.42,30.5,30.5,0
2022-10-19,30.940001,31.9,30.76,30.76,30.76,0
2022-10-20,31.299999,31.32,29.76,29.98,29.98,0
2022-10-21,30.209999,30.440001,29.24,29.690001,29.690001,0
2022-10-24,30.65,30.950001,29.780001,29.85,29.85,0
2022-10-25,29.799999,30,28.219999,28.459999,28.459999,0
2022-10-26,28.440001,28.52,27.27,27.280001,27.280001,0
2022-10-27,27.51,27.67,26.940001,27.389999,27.389999,0
2022-10-28,27.43,27.59,25.75,25.75,25.75,0
2022-10-31,26.91,27.07,25.84,25.879999,25.879999,0
2022-11-01,25.959999,26.35,25.66,25.809999,25.809999,0
2022-11-02,26.040001,26.620001,25.389999,25.860001,25.860001,0
2022-11-03,25.98,26.870001,25.1,25.299999,25.299999,0
2022-11-04,25.629999,25.709999,24,24.549999,24.549999,0
2022-11-07,25.67,25.67,24.34,24.35,24.35,0
2022-11-08,24.709999,26.16,24.24,25.540001,25.540001,0
2022-11-09,25.34,26.35,25.02,26.09,26.09,0
2022-11-10,26.51,26.59,22.84,23.530001,23.530001,0
2022-11-11,23.889999,23.91,22.370001,22.52,22.52,0
2022-11-14,23.99,24.33,22.860001,23.73,23.73,0
2022-11-15,23.77,26.219999,23.18,24.540001,24.540001,0
2022-11-16,24.290001,24.719999,23.99,24.110001,24.110001,0
2022-11-17,24.049999,25.18,23.809999,23.93,23.93,0
2022-11-18,24.030001,24.120001,22.98,23.120001,23.120001,0
2022-11-21,24.049999,24.120001,22.299999,22.360001,22.360001,0
2022-11-22,22.59,22.709999,21.280001,21.290001,21.290001,0
2022-11-23,21.49,21.780001,20.32,20.35,20.35,0
2022-11-24,null,null,null,null,null,null
2022-11-25,20.610001,21.110001,20.459999,20.5,20.5,0
2022-11-28,22.09,22.5,21.65,22.209999,22.209999,0
2022-11-29,22.09,22.57,21.83,21.889999,21.889999,0
2022-11-30,21.700001,22.629999,20.309999,20.58,20.58,0
2022-12-01,20.83,21.059999,19.799999,19.84,19.84,0
2022-12-02,20.42,20.959999,18.950001,19.059999,19.059999,0
2022-12-05,20.299999,21.290001,19.780001,20.75,20.75,0
2022-12-06,20.690001,22.6,20.379999,22.17,22.17,0
2022-12-07,22.32,23.01,22.18,22.68,22.68,0
2022-12-08,22.809999,23.280001,22.059999,22.290001,22.290001,0
2022-12-09,22.549999,23.209999,22.18,22.83,22.83,0
2022-12-12,24.4,25.049999,24.18,25,25,0
2022-12-13,25.24,25.84,21.459999,22.549999,22.549999,0
2022-12-14,22.83,23.469999,21.07,21.139999,21.139999,0
2022-12-15,21.52,23.67,21.25,22.83,22.83,0
2022-12-16,23.26,23.83,22.09,22.620001,22.620001,0
2022-12-19,22.629999,22.860001,21.610001,22.42,22.42,0
2022-12-20,23.17,23.389999,21.35,21.48,21.48,0
2022-12-21,21.25,21.290001,19.940001,20.07,20.07,0
2022-12-22,20.08,24.299999,20.01,21.969999,21.969999,0
2022-12-23,22.17,22.639999,20.780001,20.870001,20.870001,0
2022-12-26,null,null,null,null,null,null
2022-12-27,21.67,22.799999,21.59,21.65,21.65,0
2022-12-28,21.469999,22.26,20.959999,22.139999,22.139999,0
2022-12-29,22.25,22.309999,21.360001,21.440001,21.440001,0
2022-12-30,21.83,22.4,21.59,21.67,21.67,0
2023-01-02,null,null,null,null,null,null
2023-01-03,23.09,23.76,22.73,22.9,22.9,0
2023-01-04,22.93,23.27,21.940001,22.01,22.01,0
2023-01-05,22.200001,22.92,21.969999,22.459999,22.459999,0
2023-01-06,22.690001,22.9,21,21.129999,21.129999,0
2023-01-09,21.75,21.98,21.27,21.969999,21.969999,0
2023-01-10,22.219999,22.459999,20.58,20.58,20.58,0
2023-01-11,20.799999,21.25,20.620001,21.09,21.09,0
2023-01-12,21.559999,21.799999,18.83,18.83,18.83,0
2023-01-13,19,19.41,18.01,18.35,18.35,0
2023-01-16,null,null,null,null,null,null
2023-01-17,19.889999,20.219999,19.209999,19.360001,19.360001,0
2023-01-18,19.280001,20.58,18.709999,20.34,20.34,0
2023-01-19,20.43,21.709999,20.17,20.52,20.52,0
2023-01-20,20.280001,20.700001,19.41,19.85,19.85,0
2023-01-23,20.209999,20.33,19.549999,19.809999,19.809999,0
2023-01-24,19.889999,20.469999,18.91,19.200001,19.200001,0
2023-01-25,19.559999,20.9,18.99,19.08,19.08,0
2023-01-26,19.049999,19.48,18.67,18.73,18.73,0
2023-01-27,18.9,19,17.969999,18.51,18.51,0
2023-01-30,19.76,20.25,19.540001,19.940001,19.940001,0
2023-01-31,20.120001,20.700001,19.129999,19.4,19.4,0
2023-02-01,19.620001,20.040001,17.700001,17.870001,17.870001,0
2023-02-02,17.74,19.25,17.059999,18.73,18.73,0
2023-02-03,18.57,19.299999,17.93,18.33,18.33,0
2023-02-06,19.23,19.809999,19.209999,19.43,19.43,0
2023-02-07,19.540001,19.99,18.43,18.66,18.66,0
2023-02-08,18.879999,20.120001,18.549999,19.629999,19.629999,0
2023-02-09,19.24,21.08,19.02,20.709999,20.709999,0
2023-02-10,20.74,21.940001,20.440001,20.530001,20.530001,0
2023-02-13,21.66,21.690001,20.33,20.34,20.34,0
2023-02-14,20.719999,20.75,18.48,18.91,18.91,0
2023-02-15,19.370001,19.41,18.110001,18.23,18.23,0
2023-02-16,18.26,20.27,18.23,20.17,20.17,0
2023-02-17,20.940001,21.299999,19.82,20.02,20.02,0
2023-02-20,null,null,null,null,null,null
2023-02-21,21.799999,23.34,21.799999,22.870001,22.870001,0
2023-02-22,23.030001,23.629999,22.02,22.290001,22.290001,0
2023-02-23,21.959999,22.43,20.889999,21.139999,21.139999,0
2023-02-24,21.35,22.9,21.32,21.67,21.67,0
2023-02-27,21.99,22.02,20.68,20.950001,20.950001,0
2023-02-28,21.299999,21.370001,20.1,20.700001,20.700001,0
2023-03-01,20.389999,21.32,20.219999,20.58,20.58,0
2023-03-02,21.41,21.42,19.549999,19.59,19.59,0
2023-03-03,19.76,19.76,18.16,18.49,18.49,0
2023-03-06,19.049999,19.190001,18.49,18.610001,18.610001,0
2023-03-07,18.639999,19.74,18.51,19.59,19.59,0
2023-03-08,19.709999,20.01,19,19.110001,19.110001,0
2023-03-09,19.33,23.139999,18.879999,22.610001,22.610001,0
2023-03-10,23.34,28.969999,21.790001,24.799999,24.799999,0
2023-03-13,24.049999,30.809999,23.85,26.52,26.52,0
2023-03-14,26.85,27.24,22.27,23.73,23.73,0
2023-03-15,23.209999,29.91,23.190001,26.139999,26.139999,0
2023-03-16,26.190001,27.49,22.969999,22.99,22.99,0
2023-03-17,22.92,26.139999,22.58,25.51,25.51,0
2023-03-20,27.77,28.91,24,24.15,24.15,0
2023-03-21,24.16,24.16,21.290001,21.379999,21.379999,0
2023-03-22,21.799999,22.379999,19.940001,22.26,22.26,0
2023-03-23,21.540001,24.91,20.16,22.610001,22.610001,0
2023-03-24,22.110001,25.209999,21.6,21.74,21.74,0
2023-03-27,22.049999,22.93,20.57,20.6,20.6,0
2023-03-28,20.530001,21.4,19.91,19.969999,19.969999,0
2023-03-29,19.389999,19.450001,19.09,19.120001,19.120001,0
2023-03-30,19.120001,20.08,18.85,19.02,19.02,0
2023-03-31,19.209999,19.43,18.52,18.700001,18.700001,0
2023-04-03,19.790001,19.83,18.540001,18.549999,18.549999,0
2023-04-04,18.790001,20.030001,18.58,19,19,0
2023-04-05,19.42,20.08,19,19.08,19.08,0
2023-04-06,19.299999,19.879999,18.35,18.4,18.4,0
2023-04-07,null,null,null,null,null,null
2023-04-10,19.389999,20.049999,18.93,18.969999,18.969999,0
2023-04-11,19.08,19.280001,18.559999,19.1,19.1,0
2023-04-12,19.379999,19.98,18.25,19.09,19.09,0
2023-04-13,18.83,19.059999,17.77,17.799999,17.799999,0
2023-04-14,17.940001,18.120001,17.07,17.07,17.07,0
2023-04-17,17.58,17.790001,16.9,16.950001,16.950001,0
2023-04-18,16.940001,17.34,16.58,16.83,16.83,0
2023-04-19,17.299999,17.719999,16.17,16.459999,16.459999,0
2023-04-20,16.85,17.690001,16.33,17.17,17.17,0
2023-04-21,17.51,17.709999,16.58,16.77,16.77,0
2023-04-24,18.219999,18.24,16.74,16.889999,16.889999,0
2023-04-25,17.620001,19.860001,17.33,18.76,18.76,0
2023-04-26,18.66,19.610001,17.870001,18.84,18.84,0
2023-04-27,18.43,18.43,16.719999,17.030001,17.030001,0
2023-04-28,17.209999,17.65,15.72,15.78,15.78,0
2023-05-01,16.41,16.620001,15.53,16.08,16.08,0
2023-05-02,16.27,19.809999,16.26,17.780001,17.780001,0
2023-05-03,17.82,18.83,17.190001,18.34,18.34,0
2023-05-04,19.17,21.33,18.67,20.09,20.09,0
2023-05-05,19.5,19.629999,16.690001,17.190001,17.190001,0
2023-05-08,17.73,17.879999,16.83,16.98,16.98,0
2023-05-09,17.290001,17.860001,17.219999,17.709999,17.709999,0
2023-05-10,17.58,18.309999,16.360001,16.940001,16.940001,0
2023-05-11,16.799999,18.190001,16.629999,16.93,16.93,0
2023-05-12,16.83,17.92,16.379999,17.030001,17.030001,0
2023-05-15,17.440001,18.16,17.08,17.120001,17.120001,0
2023-05-16,17.540001,18.299999,17.26,17.99,17.99,0
2023-05-17,17.959999,18.26,16.68,16.870001,16.870001,0
2023-05-18,16.92,17.15,16.049999,16.049999,16.049999,0
2023-05-19,16.129999,17.360001,15.85,16.809999,16.809999,0
2023-05-22,17.450001,18.129999,16.82,17.209999,17.209999,0
2023-05-23,17.35,19.309999,17.299999,18.530001,18.530001,0
2023-05-24,18.799999,20.809999,18.799999,20.030001,20.030001,0
2023-05-25,19.540001,19.950001,18.700001,19.139999,19.139999,0
2023-05-26,19.07,19.559999,17.27,17.950001,17.950001,0
2023-05-29,null,null,null,null,null,null
2023-05-30,17.559999,18.34,16.98,17.459999,17.459999,0
2023-05-31,18.040001,18.4,17.120001,17.940001,17.940001,0
2023-06-01,17.24,17.59,15.58,15.65,15.65,0
2023-06-02,15.65,15.65,14.42,14.6,14.6,0
2023-06-05,15.28,15.29,14.66,14.73,14.73,0
2023-06-06,14.91,14.97,13.95,13.96,13.96,0
2023-06-07,14.14,14.29,13.77,13.94,13.94,0
2023-06-08,14.14,14.21,13.53,13.65,13.65,0
2023-06-09,13.78,14.14,13.5,13.83,13.83,0
2023-06-12,14.44,15.02,14.32,15.01,15.01,0
2023-06-13,14.99,15.06,14.47,14.61,14.61,0
2023-06-14,14.48,14.73,13.83,13.88,13.88,0
2023-06-15,14.09,14.52,13.79,14.5,14.5,0
2023-06-16,14.49,14.54,13.48,13.54,13.54,0
2023-06-19,null,null,null,null,null,null
2023-06-20,14.36,14.67,13.86,13.88,13.88,0
2023-06-21,13.88,13.89,13.1,13.2,13.2,0
2023-06-22,13.88,13.98,12.73,12.91,12.91,0
2023-06-23,13.24,13.8,12.88,13.44,13.44,0
2023-06-26,14.43,14.71,13.78,14.25,14.25,0
2023-06-27,14.11,14.34,13.59,13.74,13.74,0
2023-06-28,13.9,13.96,13.36,13.43,13.43,0
2023-06-29,13.64,13.85,13.41,13.54,13.54,0
2023-06-30,13.51,13.59,12.96,13.59,13.59,0
2023-07-03,13.85,13.85,13.47,13.57,13.57,0
2023-07-04,null,null,null,null,null,null
2023-07-05,14.19,14.74,14.05,14.18,14.18,0
2023-07-06,14.85,17.08,14.79,15.44,15.44,0
2023-07-07,15.97,16.059999,14.33,14.83,14.83,0
2023-07-10,16.08,16.209999,15.04,15.07,15.07,0
2023-07-11,15.02,15.25,14.63,14.84,14.84,0
2023-07-12,14.82,14.82,13.51,13.54,13.54,0
2023-07-13,13.44,13.61,13.12,13.61,13.61,0
2023-07-14,13.72,13.76,13.22,13.34,13.34,0
2023-07-17,13.78,14,13.43,13.48,13.48,0
2023-07-18,13.61,13.67,13.29,13.3,13.3,0
2023-07-19,13.32,13.84,13.12,13.76,13.76,0
2023-07-20,13.96,14.23,13.58,13.99,13.99,0
2023-07-21,13.87,13.89,13.37,13.6,13.6,0
2023-07-24,14.29,14.3,13.73,13.91,13.91,0
2023-07-25,14.02,14.09,13.82,13.86,13.86,0
2023-07-26,13.86,14.16,13.15,13.19,13.19,0
2023-07-27,13.14,15.02,12.74,14.41,14.41,0
2023-07-28,14.03,14.18,13.27,13.33,13.33,0
2023-07-31,13.98,14.09,13.57,13.63,13.63,0
2023-08-01,13.75,14.3,13.75,13.93,13.93,0
2023-08-02,15.7,16.48,14.95,16.09,16.09,0
2023-08-03,16.77,17.42,15.72,15.92,15.92,0
2023-08-04,16.01,17.389999,14.57,17.1,17.1,0
2023-08-07,16.9,17.360001,15.77,15.77,15.77,0
2023-08-08,16.280001,18.139999,15.96,15.99,15.99,0
2023-08-09,15.81,16.870001,15.38,15.96,15.96,0
2023-08-10,15.58,16.860001,14.6,15.85,15.85,0
2023-08-11,15.53,16.51,14.84,14.84,14.84,0
2023-08-14,15.88,16.059999,14.77,14.82,14.82,0
2023-08-15,14.95,16.57,14.91,16.459999,16.459999,0
2023-08-16,16.540001,16.93,15.8,16.780001,16.780001,0
2023-08-17,16.959999,18.129999,16.4,17.889999,17.889999,0
2023-08-18,17.799999,18.879999,17.139999,17.299999,17.299999,0
2023-08-21,18.030001,18.110001,16.879999,17.129999,17.129999,0
2023-08-22,16.959999,17.58,16.610001,16.969999,16.969999,0
2023-08-23,16.639999,17.1,15.91,15.98,15.98,0
2023-08-24,15.57,17.32,15.48,17.200001,17.200001,0
2023-08-25,17.209999,17.360001,15.45,15.68,15.68,0
2023-08-28,16.24,16.280001,15,15.08,15.08,0
